ID_Cliente,Dejo_el_servicio,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_Servicio,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Cantidad_Servicios
5424RLQLC,0,m,0,0,0,10,1,no,dsl,no,si,no,no,si,no,mes a mes,1,cheque enviado por correo,59.65,638.95,1.959592641261498,4
5425GQTTT,0,m,0,1,1,68,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,24.0,1664.3,0.7884362680683311,2
5429LWCMV,0,f,0,0,0,12,1,si,fibra optica,no,si,no,no,no,si,mes a mes,1,cheque electronico,89.15,1057.55,2.928712220762155,5
5433KYGHE,0,f,0,0,1,14,1,si,fibra optica,si,no,no,si,no,no,mes a mes,1,cheque enviado por correo,86.0,1164.05,2.8252299605781865,5
5438QMDDL,0,f,0,1,0,19,1,no,dsl,no,si,no,no,no,si,mes a mes,1,cheque enviado por correo,59.8,1130.85,1.964520367936925,4
5439WIKXB,0,m,1,1,0,41,1,no,fibra optica,no,si,no,no,si,si,mes a mes,1,cheque electronico,94.55,3851.45,3.1061103810775292,5
5440FLBQG,1,m,1,1,0,69,1,si,fibra optica,no,si,si,si,si,si,dos anos,1,bank transfer automatic,108.4,7318.2,3.561103810775296,8
5440VHLUL,0,m,0,0,0,69,1,si,fibra optica,no,si,no,si,si,si,un ano,1,bank transfer automatic,105.2,7386.05,3.4559789750328513,7
5442BHQNG,0,f,0,0,0,2,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque electronico,70.35,139.25,2.3111038107752955,2
5442BXVND,0,f,0,1,1,33,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,bank transfer automatic,24.25,838.5,0.7966491458607096,2
5442PPTJY,0,m,0,1,1,12,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,19.7,258.35,0.6471747700394218,1
5442UTCVD,1,m,0,0,1,3,1,si,fibra optica,no,no,si,no,no,si,mes a mes,0,cheque electronico,91.85,257.05,3.017411300919842,5
5442XSDCW,1,m,0,1,1,11,1,no,fibra optica,no,no,no,no,si,no,mes a mes,1,bank transfer automatic,79.5,868.5,2.611695137976347,3
5443SCMKX,0,f,0,1,0,58,1,si,fibra optica,no,si,si,no,no,si,un ano,1,cheque electronico,94.3,5610.15,3.097897503285151,6
5445GLVOT,0,f,0,0,0,22,1,no,dsl,si,no,no,no,no,no,mes a mes,1,cheque electronico,49.8,1049.05,1.636005256241787,3
5445PZWGX,1,m,0,0,0,62,1,si,fibra optica,si,si,no,si,no,si,un ano,0,cheque electronico,102.0,6529.25,3.350854139290407,7
5445UTODQ,1,f,0,1,0,7,1,no,fibra optica,no,no,no,no,si,no,mes a mes,1,cheque electronico,81.1,576.65,2.6642575558475685,3
5446DKWYW,0,f,1,1,1,61,1,si,dsl,no,no,si,no,si,no,un ano,1,cheque electronico,65.2,3965.05,2.1419185282522997,5
5447VYTKW,0,m,0,0,0,27,1,no,dsl,si,no,no,si,no,no,mes a mes,0,cheque enviado por correo,53.45,1461.45,1.7559132720105124,4
5447WZAFP,0,f,0,0,0,53,1,no,fibra optica,no,si,si,no,si,si,un ano,1,cheque enviado por correo,100.3,5200.8,3.2950065703022338,6
5448VWNAM,0,f,0,0,1,19,1,si,dsl,si,si,no,si,si,no,mes a mes,1,cheque enviado por correo,75.9,1375.6,2.4934296977660972,7
5449FIBXJ,1,m,0,1,1,19,1,si,fibra optica,no,no,si,si,si,si,mes a mes,0,cheque electronico,103.3,2012.7,3.393561103810775,7
5451MHQOF,0,m,0,1,1,56,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,cheque enviado por correo,24.45,1431.65,0.8032194480946123,2
5451YHYPW,0,f,1,1,0,72,1,si,fibra optica,si,si,si,si,si,si,dos anos,1,credit card automatic,115.75,8443.7,3.802562417871222,9
5453AXEPF,0,m,0,1,0,17,1,si,fibra optica,no,si,no,no,no,no,mes a mes,1,bank transfer automatic,80.5,1336.9,2.6445466491458607,4
5453YBTWV,0,m,0,1,1,70,1,no,fibra optica,si,si,si,si,si,no,dos anos,1,credit card automatic,101.1,6994.8,3.321287779237845,7
5456ITGIC,0,m,1,1,0,72,0,nst,dsl,si,si,si,si,si,si,dos anos,1,credit card automatic,64.45,4641.1,2.117279894875164,7
5457COLHT,0,m,0,1,1,69,1,no,dsl,si,si,no,si,si,si,dos anos,0,bank transfer automatic,80.65,5542.55,2.649474375821288,7
5458CQJTA,1,m,0,1,1,65,1,no,dsl,si,no,no,si,si,si,dos anos,1,bank transfer automatic,74.8,4820.15,2.457293035479632,6
5461QKNTN,0,m,1,1,0,43,1,si,fibra optica,no,si,no,si,si,no,mes a mes,1,cheque electronico,94.3,3953.15,3.097897503285151,6
5465BUBFA,0,f,0,1,1,41,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,19.3,772.4,0.6340341655716163,1
5468BPMMO,0,m,0,1,0,46,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque electronico,19.6,851.2,0.6438896189224704,1
5469CTCWN,1,m,0,1,1,61,1,si,fibra optica,si,si,no,no,si,si,un ano,1,cheque electronico,106.0,6547.7,3.4822601839684624,7
5469NUJUR,0,m,0,0,0,19,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,cheque enviado por correo,19.95,373.5,0.6553876478318003,1
5472CVMDX,0,f,0,0,0,68,0,nst,dsl,si,no,si,si,no,no,dos anos,0,cheque enviado por correo,38.9,2719.2,1.2779237844940867,4
5473KHBPS,0,f,0,1,1,52,1,si,fibra optica,no,si,si,no,si,no,un ano,1,credit card automatic,95.7,4976.15,3.1438896189224703,6
5474LAMUQ,0,m,0,1,0,24,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,20.1,533.9,0.6603153745072273,1
5478JJVZK,0,f,0,0,0,33,1,si,dsl,si,si,no,no,no,no,mes a mes,1,cheque enviado por correo,60.9,2033.85,2.0006570302233904,5
5480HPRRX,1,f,1,0,0,3,0,nst,dsl,no,no,no,no,no,no,mes a mes,0,cheque electronico,25.3,77.75,0.831143232588699,1
5480TBGPH,1,f,0,1,0,24,1,no,fibra optica,no,si,si,no,si,si,mes a mes,1,credit card automatic,99.3,2431.35,3.26215505913272,6
5480XTFFL,0,f,0,1,1,31,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,21.0,697.7,0.6898817345597897,1
5481NTDOH,0,f,1,1,0,67,1,si,fibra optica,si,no,si,no,si,si,un ano,1,credit card automatic,107.05,7142.5,3.5167542706964516,7
5482NUPNA,1,f,0,0,0,4,1,no,dsl,si,si,no,si,no,no,mes a mes,1,cheque enviado por correo,60.4,272.15,1.9842312746386332,5
5482PLVPE,1,f,1,0,0,2,0,nst,dsl,no,no,no,no,no,no,mes a mes,0,cheque electronico,24.35,41.85,0.7999342969776609,1
5482VXSXJ,0,m,0,0,0,22,1,no,fibra optica,no,si,no,no,si,si,mes a mes,1,cheque enviado por correo,93.2,2157.3,3.061760840998686,5
5485ITNPC,0,m,0,1,0,66,1,no,dsl,si,si,si,si,si,si,dos anos,1,bank transfer automatic,85.9,5595.3,2.821944809461235,8
5485WUYWF,1,m,1,0,0,2,1,no,dsl,si,no,si,no,si,no,mes a mes,0,bank transfer automatic,66.4,94.55,2.181340341655716,5
5493SDRDQ,1,m,0,0,0,2,1,no,dsl,si,no,si,no,no,no,mes a mes,1,cheque enviado por correo,55.1,113.35,1.8101182654402102,4
5494HECPR,1,f,0,0,0,1,1,no,fibra optica,no,no,no,no,si,no,mes a mes,1,cheque electronico,80.25,80.25,2.636333771353482,3
5494WOZRZ,0,f,0,1,1,71,1,no,dsl,si,no,si,si,si,si,dos anos,1,credit card automatic,82.0,5999.85,2.6938239159001314,7
5495GPSRW,0,m,0,0,0,20,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,cheque enviado por correo,19.7,419.4,0.6471747700394218,1
5498IBWPI,0,f,0,1,1,66,1,no,dsl,no,no,no,si,no,no,un ano,1,credit card automatic,49.4,3251.85,1.6228646517739815,3
5498TXHLF,1,f,0,1,1,34,1,si,fibra optica,no,no,si,no,si,no,mes a mes,0,cheque electronico,87.45,2874.15,2.8728646517739818,5
5499ECUTN,0,f,0,1,0,47,1,no,dsl,si,no,si,no,si,no,un ano,1,credit card automatic,66.05,3021.45,2.169842312746386,5
5499MBERC,0,m,0,0,0,3,0,nst,dsl,no,si,no,no,no,no,mes a mes,1,cheque electronico,29.6,79.45,0.9724047306176085,2
5501TVMGM,0,m,0,0,0,1,1,no,dsl,no,no,no,no,no,si,mes a mes,1,cheque electronico,55.25,55.25,1.8150459921156372,3
5502RLUYV,1,f,0,1,1,69,1,si,fibra optica,no,si,si,no,si,si,mes a mes,1,cheque electronico,103.95,7446.9,3.4149145860709593,7
5504WSIUR,0,f,0,0,0,70,1,si,fibra optica,no,si,si,si,no,no,un ano,1,bank transfer automatic,90.25,6385.95,2.96484888304862,6
5505OVWQW,0,f,0,0,0,17,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,20.15,353.65,0.6619579500657029,1
5510BOIUJ,1,m,0,0,1,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.25,19.25,0.6323915900131406,1
5512IDZEI,0,m,0,1,1,46,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque electronico,24.9,1174.8,0.8180026281208935,2
5514YQENT,0,m,0,0,1,41,1,no,fibra optica,si,si,si,si,si,si,dos anos,1,cheque electronico,111.15,4507.15,3.6514454664914586,8
5515AKOAJ,1,f,0,0,0,54,1,si,fibra optica,no,no,no,si,si,si,mes a mes,1,cheque electronico,100.1,5440.9,3.288436268068331,6
5515IDEJJ,1,m,0,1,1,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,19.9,19.9,0.6537450722733245,1
5515RUGKN,0,m,0,0,0,8,1,no,dsl,no,no,no,no,no,si,mes a mes,1,credit card automatic,54.75,438.05,1.7986202365308803,3
5519NPHVG,1,f,0,0,0,12,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,94.2,1046.1,3.0946123521681996,5
5519TEEUH,0,m,0,0,1,33,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,cheque enviado por correo,20.15,682.15,0.6619579500657029,1
5519YLDGW,1,f,0,1,0,21,1,si,fibra optica,si,no,si,no,si,si,mes a mes,1,cheque electronico,103.9,2254.2,3.4132720105124834,7
5520FVEWJ,1,f,0,1,1,12,1,si,fibra optica,no,si,si,no,no,no,mes a mes,1,cheque electronico,84.5,916.9,2.775952693823916,5
5522JBWMO,0,m,0,0,1,1,1,no,dsl,no,no,no,no,no,no,mes a mes,0,cheque electronico,44.0,44.0,1.445466491458607,2
5522NYKPB,0,m,0,1,1,25,1,no,fibra optica,no,no,no,si,si,no,mes a mes,0,cheque electronico,85.9,2199.05,2.821944809461235,4
5524KHNJP,0,m,0,1,1,33,1,no,dsl,si,no,si,no,si,si,un ano,0,credit card automatic,74.75,2453.3,2.455650459921156,6
5527ACHSO,0,f,0,0,0,11,1,no,dsl,no,no,no,si,si,si,mes a mes,0,cheque enviado por correo,70.5,829.3,2.3160315374507228,5
5529GIBVH,0,f,0,0,0,47,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,20.15,1046.2,0.6619579500657029,1
5533NHFRF,0,m,1,0,0,7,0,nst,dsl,no,si,no,si,no,si,mes a mes,1,cheque electronico,44.4,265.8,1.4586070959264126,4
5533RJFTJ,0,m,0,0,0,49,0,nst,dsl,no,no,si,no,no,no,mes a mes,1,bank transfer automatic,30.2,1453.1,0.9921156373193166,2
5536RTPWK,1,m,0,1,0,49,1,si,fibra optica,no,si,no,no,si,si,mes a mes,1,bank transfer automatic,99.05,4853.75,3.2539421813403413,6
5536SLHPM,1,f,0,1,0,55,1,si,fibra optica,no,no,si,no,no,no,mes a mes,1,cheque electronico,77.75,4458.15,2.5542049934296975,4
5537UXXVS,0,f,0,1,0,20,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,bank transfer automatic,19.25,375.25,0.6323915900131406,1
5539HIVAK,0,f,1,1,0,28,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,25.7,734.6,0.8442838370565046,2
5539TMZLF,1,m,1,0,0,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,69.75,69.75,2.291392904073587,2
5542DHSXL,0,f,0,1,0,4,1,no,dsl,si,si,no,no,no,no,mes a mes,0,cheque enviado por correo,54.7,235.05,1.7969776609724049,4
5542NKVRU,0,f,0,0,0,42,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,20.75,844.45,0.6816688567674113,1
5542TBBWB,0,m,0,0,0,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,69.9,69.9,2.2963206307490145,2
5543QDCRY,0,m,0,0,0,4,1,no,dsl,no,no,no,no,si,no,mes a mes,1,cheque electronico,56.4,234.85,1.852825229960578,3
5546BYZSM,0,f,0,0,0,41,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque electronico,20.45,775.6,0.6718134034165572,1
5546QUERU,0,m,0,0,0,13,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,cheque enviado por correo,19.95,257.0,0.6553876478318003,1
5549ZGHFB,0,m,0,1,1,50,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,24.95,1261.45,0.8196452036793692,2
5550VFRLC,1,f,1,0,0,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque electronico,69.85,69.85,2.2946780551905386,2
5552ZNFSJ,1,m,0,0,0,1,1,no,dsl,no,no,no,no,no,no,mes a mes,0,cheque electronico,45.3,45.3,1.4881734559789748,2
5553AOINX,0,f,1,1,1,66,1,si,fibra optica,no,si,si,no,si,si,un ano,1,cheque electronico,104.9,6891.45,3.446123521681997,7
5555RNPGT,0,m,0,0,1,10,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,credit card automatic,24.8,223.9,0.8147174770039421,2
5561NWEVX,1,f,1,1,0,2,1,si,fibra optica,no,no,si,no,no,no,mes a mes,0,cheque electronico,79.2,172.85,2.6018396846254928,4
5562BETPV,0,m,0,1,1,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,19.65,19.65,0.645532194480946,1
5562YJQGT,0,f,0,0,0,2,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,credit card automatic,20.35,35.1,0.6685282522996058,1
5564NEMQO,1,f,1,0,0,1,1,no,fibra optica,no,no,si,no,no,no,mes a mes,1,bank transfer automatic,75.3,75.3,2.473718791064389,3
5565FILXA,1,f,1,0,0,16,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,96.15,1529.2,3.1586727989487517,5
5566SOEZD,0,m,0,1,1,27,1,no,fibra optica,si,si,no,no,no,no,un ano,1,credit card automatic,80.65,2209.75,2.649474375821288,4
5567GZKQY,0,m,0,0,0,58,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,20.3,1131.5,0.6668856767411301,1
5567WSELE,1,m,1,1,0,3,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,94.6,279.55,3.107752956636005,5
5568DMXZS,0,f,0,0,0,8,1,no,dsl,no,si,no,si,si,no,mes a mes,1,cheque electronico,65.45,554.45,2.150131406044678,5
5569IDSEY,0,m,0,1,0,71,1,si,fibra optica,no,si,si,no,si,si,un ano,1,bank transfer automatic,105.7,7472.15,3.4724047306176082,7
5569KGJHX,1,f,0,1,1,9,1,si,fibra optica,no,no,no,no,si,no,mes a mes,1,bank transfer automatic,85.35,754.65,2.8038764783180024,4
5569OUICF,1,f,1,1,0,28,1,si,fibra optica,no,no,no,si,si,si,mes a mes,1,credit card automatic,101.3,2812.2,3.3278580814717476,6
5570PTWEH,1,f,0,1,0,3,1,si,fibra optica,no,no,no,no,no,no,mes a mes,1,credit card automatic,75.15,216.75,2.468791064388962,3
5570ZGMEU,0,m,0,1,1,72,1,no,fibra optica,si,no,si,si,si,si,dos anos,1,credit card automatic,104.9,7559.55,3.446123521681997,7
5572ZDXHY,1,f,0,0,0,22,1,no,fibra optica,no,si,no,no,no,si,mes a mes,1,cheque enviado por correo,84.3,1855.65,2.769382391590013,4
5574NXZIU,0,m,0,0,0,63,1,no,fibra optica,si,si,si,si,si,si,dos anos,0,credit card automatic,109.2,7049.75,3.5873850197109065,8
5575GNVDE,0,m,0,0,0,34,1,no,dsl,si,no,si,no,no,no,un ano,0,cheque enviado por correo,56.95,1889.5,1.8708935611038109,4
5575TPIZQ,0,m,0,0,0,46,1,si,fibra optica,si,no,no,no,si,no,mes a mes,1,credit card automatic,89.15,4245.55,2.928712220762155,5
5577OTWWW,1,f,0,0,0,15,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,bank transfer automatic,19.75,297.3,0.6488173455978975,1
5578NKCXI,0,f,0,1,1,58,1,no,fibra optica,si,si,no,no,si,si,un ano,0,credit card automatic,99.25,5846.65,3.260512483574244,6
5583EJXRD,0,m,0,1,1,44,0,nst,dsl,si,si,si,si,no,si,dos anos,1,credit card automatic,54.05,2375.2,1.7756241787122207,6
5583SXDAG,1,m,0,1,0,1,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque electronico,70.0,70.0,2.299605781865966,2
5585WEFDD,0,f,0,1,1,4,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,20.35,76.35,0.6685282522996058,1
5590BYNII,1,m,0,0,0,22,1,si,fibra optica,si,no,no,no,si,si,mes a mes,1,cheque electronico,100.75,2095.0,3.309789750328515,6
5590YRFJT,1,f,0,1,0,20,0,nst,dsl,no,no,no,no,no,no,mes a mes,1,cheque electronico,24.45,482.8,0.8032194480946123,1
5590ZSKRV,0,f,0,1,1,8,1,no,dsl,si,si,no,no,no,no,mes a mes,0,cheque enviado por correo,54.65,482.25,1.795335085413929,4
5593SUAOO,0,f,0,1,1,24,1,si,fibra optica,no,si,si,no,no,no,un ano,0,bank transfer automatic,83.15,2033.05,2.7316031537450725,5
5597GLBUC,1,f,0,0,0,1,1,no,fibra optica,no,no,si,no,si,no,mes a mes,1,cheque electronico,85.45,85.45,2.807161629434954,4
5598IKHQQ,0,f,0,0,0,72,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,credit card automatic,25.45,1866.45,0.8360709592641261,2
5599HVLTW,0,f,1,0,0,14,1,si,fibra optica,no,no,si,no,no,no,mes a mes,1,bank transfer automatic,80.35,1058.1,2.6396189224704334,4
5600KTXFM,0,m,0,1,1,2,1,no,fibra optica,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,69.95,143.9,2.29796320630749,2
5600PDUJF,0,m,0,0,0,6,1,no,dsl,no,no,no,si,no,no,mes a mes,1,credit card automatic,49.5,312.7,1.626149802890933,3
5602BVFMK,0,f,0,0,0,12,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,19.3,228.75,0.6340341655716163,1
5605IYGFG,0,f,0,0,0,7,1,no,fibra optica,no,no,no,no,no,no,mes a mes,1,bank transfer automatic,69.85,515.45,2.2946780551905386,2
5605XNWEN,0,m,1,1,0,72,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,25.0,1802.55,0.8212877792378449,2
5606AMZBO,0,f,0,1,0,10,1,si,fibra optica,si,no,no,no,no,no,mes a mes,1,credit card automatic,78.15,765.15,2.5673455978975035,4
5609CEBID,1,f,1,0,0,20,1,si,fibra optica,no,si,si,no,no,si,mes a mes,1,cheque electronico,94.1,1782.4,3.0913272010512483,6
5609IMCGG,0,f,0,0,0,15,1,si,fibra optica,si,no,si,no,no,no,mes a mes,1,credit card automatic,84.35,1302.65,2.7710249671484886,5
5614DNZCE,0,f,0,0,0,58,1,no,dsl,si,si,si,si,no,no,dos anos,1,credit card automatic,64.9,3795.45,2.1320630749014455,6
5616PRTNT,1,m,0,0,1,20,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque electronico,19.4,374.5,0.6373193166885676,1
5619PTMIK,0,f,0,1,0,46,1,si,dsl,si,no,no,no,no,no,mes a mes,0,cheque electronico,53.1,2459.8,1.7444152431011826,4
5619XZZKR,0,m,0,0,0,4,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,0,cheque enviado por correo,19.95,68.2,0.6553876478318003,1
5622UEJFI,0,f,0,1,1,35,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,credit card automatic,25.4,949.8,0.8344283837056504,2
5624BQSSA,1,f,0,0,0,1,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,0,cheque enviado por correo,20.95,20.95,0.688239159001314,1
5624RYAMH,0,f,0,0,0,9,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,mes a mes,1,cheque electronico,19.5,178.85,0.640604467805519,1
5626MGTUK,0,f,0,0,0,20,1,si,fibra optica,si,no,no,no,si,no,mes a mes,1,bank transfer automatic,89.1,1879.25,2.927069645203679,5
5627TVBPP,0,f,0,0,1,35,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,credit card automatic,20.1,644.5,0.6603153745072273,1
5628FCGYG,0,m,0,0,0,21,1,si,fibra optica,no,no,no,no,no,si,mes a mes,1,cheque electronico,84.1,1737.45,2.76281208935611,4
5628RKIFK,0,f,1,0,0,49,1,si,fibra optica,si,no,no,no,si,si,mes a mes,0,credit card automatic,101.55,5070.4,3.336070959264126,6
5630AHZIL,0,f,0,0,1,3,1,no,dsl,si,no,no,si,no,si,mes a mes,1,bank transfer automatic,64.5,177.4,2.11892247043364,5
5630IXDXV,0,f,0,0,0,47,1,si,fibra optica,no,si,si,no,si,si,mes a mes,1,cheque electronico,106.35,4849.1,3.493758212877792,7
5639NTUPK,0,m,0,0,1,13,1,no,dsl,si,no,no,no,no,no,mes a mes,1,credit card automatic,52.1,670.65,1.7115637319316688,3
5640CAXOA,0,f,0,0,0,30,0,nst,dsl,no,no,no,si,no,si,un ano,1,credit card automatic,40.35,1187.05,1.3255584756898817,3
5641DMBFJ,0,f,0,1,0,58,1,si,dsl,si,no,si,si,si,si,dos anos,1,cheque electronico,84.3,4916.4,2.769382391590013,8
5642MHDQT,0,f,0,1,1,53,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,un ano,1,bank transfer automatic,19.85,1039.45,0.6521024967148489,1
5644PDMZC,1,f,1,0,0,2,1,si,fibra optica,no,si,no,no,no,si,mes a mes,0,cheque electronico,89.5,161.5,2.940210249671485,5
5647FXOTP,0,f,1,1,0,60,1,si,fibra optica,no,si,si,no,si,si,mes a mes,1,cheque electronico,105.9,6401.25,3.478975032851511,7
5647URDKA,0,m,0,1,1,8,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,cheque enviado por correo,19.7,130.25,0.6471747700394218,1
5649ANRML,1,m,1,0,0,2,1,no,fibra optica,no,si,si,si,no,si,mes a mes,1,credit card automatic,95.1,180.25,3.124178712220762,6
5649RXQTV,0,m,0,0,0,51,1,no,fibra optica,no,si,si,no,si,si,mes a mes,1,cheque electronico,99.0,5038.15,3.252299605781866,6
5649TJHOV,1,m,1,1,0,27,0,nst,dsl,no,no,no,no,no,si,mes a mes,0,bank transfer automatic,36.5,1032.0,1.1990801576872536,2
5649VUKMC,1,f,0,0,0,12,1,no,fibra optica,no,no,si,no,si,si,un ano,0,cheque enviado por correo,95.5,1115.15,3.1373193166885676,5
5650VDUDS,1,f,0,0,0,4,0,nst,dsl,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,24.25,96.05,0.7966491458607096,1
5650YLIBA,0,m,0,0,0,31,1,si,fibra optica,no,si,no,no,no,no,mes a mes,1,cheque electronico,81.15,2640.55,2.665900131406045,4
5651CPDND,0,m,0,0,0,10,1,no,dsl,no,no,no,no,no,no,mes a mes,0,cheque enviado por correo,46.0,492.1,1.5111695137976346,2
5651CRHKQ,0,f,0,1,0,41,1,no,fibra optica,no,si,si,si,no,no,un ano,1,bank transfer automatic,86.2,3339.05,2.8318002628120893,5
5651WYIPH,0,f,1,0,0,18,1,no,dsl,no,si,no,no,no,no,mes a mes,1,credit card automatic,49.85,865.75,1.6376478318002627,3
5651YLPRD,0,f,0,1,1,32,1,no,fibra optica,no,si,no,no,si,no,mes a mes,1,cheque electronico,86.1,2723.75,2.8285151116951375,4
5652MSDEY,0,f,0,0,0,10,1,si,fibra optica,no,no,no,no,no,no,mes a mes,1,cheque enviado por correo,75.75,777.3,2.48850197109067,3
5653ITXJK,0,f,0,1,0,31,1,no,dsl,no,no,no,si,no,no,mes a mes,1,cheque enviado por correo,49.2,1498.55,1.6162943495400788,3
5655JSMZM,1,m,1,0,0,49,1,si,fibra optica,no,no,no,no,si,si,mes a mes,1,cheque electronico,96.2,4718.25,3.160315374507227,5
5656JAMLX,0,m,0,0,0,62,1,no,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,0,bank transfer automatic,19.85,1253.65,0.6521024967148489,1
5656MJEFC,0,m,0,1,1,42,0,nst,dsl,si,no,si,si,si,no,dos anos,0,credit card automatic,48.15,2032.3,1.5818002628120893,5
5663QBGIS,0,m,1,1,0,72,1,si,fibra optica,no,si,no,no,si,si,dos anos,0,bank transfer automatic,98.35,6929.4,3.2309461235216816,6
5666CYCYZ,0,f,0,0,0,24,1,si,fibra optica,no,no,no,si,no,si,mes a mes,1,cheque electronico,89.55,2259.35,2.9418528252299603,5
5666MBJPT,0,m,0,0,0,65,1,si,no,nsin,nsin,nsin,nsin,nsin,nsin,dos anos,1,bank transfer automatic,25.1,1725.0,0.8245729303547963,2
5668MEISB,0,f,0,1,1,72,1,si,fibra optica,si,si,si,si,si,no,dos anos,0,credit card automatic,106.1,7657.4,3.4855453350854138,8
5669SRAIP,1,f,0,0,0,5,0,nst,dsl,no,no,si,no,no,si,mes a mes,0,cheque electronico,39.5,210.75,1.297634691195795,3
5671RQRLP,0,f,1,1,0,70,1,si,fibra optica,no,no,no,no,no,no,dos anos,1,credit card automatic,75.65,5411.4,2.485216819973719,3
5671UUNXD,0,f,1,1,0,50,1,si,fibra optica,no,no,no,si,si,si,un ano,1,cheque electronico,100.65,5189.75,3.306504599211564,6
5673FSSMF,1,f,0,0,0,1,1,si,dsl,no,no,no,no,no,si,mes a mes,1,cheque electronico,60.15,60.15,1.9760183968462548,4
5673TIYIB,1,m,0,0,0,2,0,nst,dsl,no,si,si,si,no,no,mes a mes,1,credit card automatic,40.4,77.15,1.3272010512483574,4
5676CFLYY,0,m,0,1,1,71,1,no,dsl,no,si,no,si,si,si,dos anos,1,credit card automatic,73.35,5154.5,2.409658344283837,6
5678VFNEQ,0,f,0,1,0,71,1,si,fibra optica,si,no,si,no,si,si,un ano,1,credit card automatic,104.1,7412.25,3.419842312746386,7
